country,area,event,description,source
Lebanon,Emergency powers,Sunset provision - emergency declaration,NA.,#N/A
Lebanon,Emergency powers,Sunset provision - statute,NA.,#N/A
Lebanon,Emergency powers,Sunset provision - individual regulations,"Yes - all regulations were temporary (they either end with the end of the emergency regime, or lapse after two weeks) [Part II.C].",Forthcoming
Lebanon,Emergency powers,Renewal - emergency declaration,NA,#N/A
Lebanon,Emergency powers,Renewal - statute,NA.,#N/A
Lebanon,Emergency powers,Renewal - individual regulations,Yes [Part II.C].,Forthcoming
Lebanon,Emergency powers,Derogation,No [Part II.A].,Forthcoming
Lebanon,Emergency powers,Opposition from opposition parties,"Yes, regarding the non-performance of parliamentary functions [Part III.B].",Forthcoming
Lebanon,Emergency powers,Constitutional changes,No [Part II.A].,Forthcoming
Lebanon,Emergency powers,Miscellaneous,"Although the Government did not use a declaration of state of emergency, it used a derogatory regime (general mobilisation plan) (also a constitutional framework) to impose public health measures [Part II.A]",#N/A
Mexico,Emergency powers,Declaration of emergency,Yes - 'public health emergency' [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-2
Mexico,Emergency powers,Constitutional,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-2
Mexico,Emergency powers,Statutory,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-2
Mexico,Emergency powers,Suspension of bill of rights,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-2
Mexico,Emergency powers,Suspension/postponement of elections,"Postponed (two local elections were postponed until proper measures to guarantee the safety of voters amidst the pandemic were implemented—the states of Coahuila and Hidalgo suspended local legislative elections and municipal elections, respectively) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-9
Mexico,Emergency powers,Stay-at-home orders,No - recommendation thereof but not binding [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div3-14
Mexico,Emergency powers,Sunset provisions on stay-at-home orders,NA.,NA.
Mexico,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (emergency declaration 30 March 2020 / encouragement to stay-at-home 31 March 2020 but not binding).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div3-14
Mexico,Emergency powers,Parliament continued to meet?,"Mild interruption and important slowdown in activities: there was a suspension of plenum activities [Part III.B] but online sessions were held in commissions. The ordinary period was suspended prematurely on 30 April 2020, and activities resumed in an hybrid format on 14 September 2020.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-7
Mexico,Emergency powers,Did Parliament continue to meet?,1,#N/A
Mexico,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-2
Mexico,Emergency powers,Ex ante judicial review,No [Part III.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-8
Mexico,Emergency powers,Type of parliamentary scrutiny (general),De facto  no scrutiny [Part III.A] .,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-6
Mexico,Emergency powers,Type of parliamentary scrutiny (per instrument),"De facto no parliamentary scrutiny (Even though the legislature may not review the executive’s emergency declaration under Article 73 XVI of the Constitution, nor the measures mandated under its purview, they may scrutinise the acts of public officials during hearings [Part III.A]).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-6
Mexico,Emergency powers,Amendment possible?,NA.,NA.
Mexico,Emergency powers,Approval by 'package',Not mentioned.,NA.
Mexico,Emergency powers,What are fast-track procedures used for?,Not mentioned.,NA.
Mexico,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Mexico,Emergency powers,Ex post judicial review,Yes - all acts maybe challenged in courts [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-4
Mexico,Emergency powers,What type of statute for emergency powers?,1,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-3
Mexico,Emergency powers,General - sunset provisions,"No - a declaration of public health emergency will finish only when determined by the General Health Council [Part III.A]. Regarding secretarial orders (which were the main sources of restrictions), the first was set to expire on 30 April 2020; it was extended, along with the second secretarial order, until 30 May 2020 by the third secretarial order [Part II.C]. The last secretarial order (establishing a system of 'traffic-lights' does not have any sunset provision but will expire with the end of the declared public health emergency [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-6 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-6
Mexico,Emergency powers,Sunset provision - emergency declaration,No [Part III.A].,#N/A
Mexico,Emergency powers,Sunset provision - statute,NA.,#N/A
Mexico,Emergency powers,Sunset provision - individual regulations,Yes [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-4
Mexico,Emergency powers,Renewal - emergency declaration,No  - since a declaration of public health emergency is determined by the General Health Council [Part III.A].,#N/A
Mexico,Emergency powers,Renewal - statute,Not mentioned.,#N/A
Mexico,Emergency powers,Renewal - individual regulations,Yes [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-4
Mexico,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-2
Mexico,Emergency powers,Opposition from opposition parties,Not mentioned - but the authors do note that the regime has been characterised by legal scholars as a 'sanitary dictatorship' [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div2-6
Mexico,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e14?prd=OCC19#law-occ19-e14-div1-2
Mexico,Emergency powers,Miscellaneous,NA.,#N/A
Netherlands,Emergency powers,Declaration of emergency,"No, not formally [Part II.B].",Forthcoming
Netherlands,Emergency powers,Constitutional,NA [Part II.A].,Forthcoming
Netherlands,Emergency powers,Statutory,NA [Part II.B].,Forthcoming
Netherlands,Emergency powers,Suspension of bill of rights,No but restrictions [Part II.A].,Forthcoming
Netherlands,Emergency powers,Suspension/postponement of elections,No [Part III.D].,Forthcoming
Netherlands,Emergency powers,Stay-at-home orders,"No, were guidance (but curfew) [Part IV.A.1].",Forthcoming
Netherlands,Emergency powers,Sunset provisions on stay-at-home orders,NA.,NA.
Netherlands,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (no binding stay-at-home order),Forthcoming
Netherlands,Emergency powers,Parliament continued to meet?,"Light interruption with light slowdown in activities - no meetings officially suspended, whether in plenary sessions or committee meetings, but the upper house of Parliament did de facto not meet between 17 March 2020 and April 2020 [Part III.B].",Forthcoming
Netherlands,Emergency powers,Did Parliament continue to meet?,1,#N/A
Netherlands,Emergency powers,Rule-making powers dependent emergency?,No [Part II.A].,Forthcoming
Netherlands,Emergency powers,Ex ante judicial review,No - but important role of the Dutch Council of State which advises the Government and the Parliament on new legislation and policy [Part III.A].,Forthcoming
Netherlands,Emergency powers,Type of parliamentary scrutiny (general),Ex ante and ex post [Part III.A].,Forthcoming
Netherlands,Emergency powers,Type of parliamentary scrutiny (per instrument),"Both negative and made affirmative procedure: Parliament has a veto power over measures provided under the new Covid-19 responsive act, either ex ante or ex post [Part III.].",Forthcoming
Netherlands,Emergency powers,Amendment possible?,Not mentioned.,NA.
Netherlands,Emergency powers,Approval by 'package',Not mentioned.,NA.
Netherlands,Emergency powers,What are fast-track procedures used for?,"No fast-track procedure in the Dutch legislative process but new act was approved within 3 months, which is exceptional [Part II.B].",Forthcoming
Netherlands,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Netherlands,Emergency powers,Ex post judicial review,Yes - but not over declarations of state of emergency [Part III.C] because it is a declared by means of a royal decree. But individual measures can be challenged in court [Part IV.A].,Forthcoming
Netherlands,Emergency powers,What type of statute for emergency powers?,3,Forthcoming
Netherlands,Emergency powers,General - sunset provisions,"Yes, the new statute expires after three months [Part II.B].",Forthcoming
Netherlands,Emergency powers,Sunset provision - emergency declaration,NA.,#N/A
Netherlands,Emergency powers,Sunset provision - statute,"Yes, the new statute expires after three months [Part II.B].",#N/A
Netherlands,Emergency powers,Sunset provision - individual regulations,Not mentioned.,NA.
Netherlands,Emergency powers,Renewal - emergency declaration,NA.,#N/A
Netherlands,Emergency powers,Renewal - statute,"Yes, twice [Part II.B].",#N/A
Netherlands,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
Netherlands,Emergency powers,Derogation,No [Part II.A].,Forthcoming
Netherlands,Emergency powers,Opposition from opposition parties,"Yes, against the Covid-19 Justice and Security (Interim Measures) Act 2020 [Part II.C].",Forthcoming
Netherlands,Emergency powers,Constitutional changes,No [Part I].,Forthcoming
Netherlands,Emergency powers,Miscellaneous,NA.,#N/A
New Zealand,Emergency powers,Declaration of emergency,Yes - state of national emergency + epidemic notice [Part II.A]. Also transition period.,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-2
New Zealand,Emergency powers,Constitutional,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-2
New Zealand,Emergency powers,Statutory,Yes - under health and civil defence legislation [Part II.A and B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-3
New Zealand,Emergency powers,Suspension of bill of rights,"No, not mentioned.",NA.
New Zealand,Emergency powers,Suspension/postponement of elections,"Postponed (the general election was originally scheduled for 19 September 2020 but was briefly delayed after a small regional outbreak of the virus. As Parliament had not been formally dissolved (although was set to be the day after the outbreak emerged), the Prime Minister retained exclusive power to advise the Governor-General on dissolution of Parliament and specification of polling day, subject to the maximum term of Parliament. After consulting other political parties—most of which, including coalition and support parties, favoured a delay—and electoral officials, the Prime Minister deferred the election for four weeks until 17 October 2020. Parliament was dissolved for the general election on 6 September 2020, sitting for three weeks further than anticipated) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-9
New Zealand,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div3-14
New Zealand,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
New Zealand,Emergency powers,"Stay-at-home orders
proper (timewise)?","No (emergency declaration 25 March 2020 / alert 3 level declared on 23 March 2020, became level 4 alert on 25 March 2020).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div3-14
New Zealand,Emergency powers,Parliament continued to meet?,"Mild interruption with important slowdown in activities - after an initial suspension from 25 March to 28 April 2020, sessions resumed [Part III.B]. Select committees continued to perform their usual functions during the alert level 3 and 4 lockdown. Usual operation of Parliament resumed in mid-May 2020, as the country moved to alert level 2 on 14 May 2020.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-7
New Zealand,Emergency powers,Did Parliament continue to meet?,1,#N/A
New Zealand,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-3
New Zealand,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
New Zealand,Emergency powers,Type of parliamentary scrutiny (general),Ex ante (for new statute) and ex post [Part II.B and C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-4
New Zealand,Emergency powers,Type of parliamentary scrutiny (per instrument),Mix parliamentary scrutiny per instrument (parliamentary committee but that counts and it is empowered to recommend that the House disallows an order. They must be confirme witin 60 days or they lapse [Part II.C]).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-4
New Zealand,Emergency powers,Amendment possible?,NA.,NA.
New Zealand,Emergency powers,Approval by 'package',Not mentioned.,NA.
New Zealand,Emergency powers,What are fast-track procedures used for?,Yes - for the adoption of the Covid-19 Public Health Response Act 2020 [Part II.B] (2 days) and other legislation.,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-3
New Zealand,Emergency powers,Existence of coalition committees,"Yes - an Epidemic Response Committee, chaired by the leader of the opposition and with an opposition majority, was appointed to scrutinise the Government's response to Covid-19 [Part III.A].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-6
New Zealand,Emergency powers,Ex post judicial review,Yes [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-4
New Zealand,Emergency powers,What type of statute for emergency powers?,3,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-3
New Zealand,Emergency powers,General - sunset provisions,"Yes - the state of emergency lasts for 7 days unless renewed, the transition periods last for 90 days (and are renewable) [Part II.B], and the epidemic notice lasts for 3 months. The Covid-19 Public Health Response Act 2020 must be renewed by Parliament every 90 days and lapses finally within 2 years. Orders taken under the Covid-19 Public Health Response Act 2020 must be confirmed by Parliament within 60 days or they lapse [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-4
New Zealand,Emergency powers,Sunset provision - emergency declaration,Yes [Part II.B].,#N/A
New Zealand,Emergency powers,Sunset provision - statute,Yes [Part II.B].,#N/A
New Zealand,Emergency powers,Sunset provision - individual regulations,Yes [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-4
New Zealand,Emergency powers,Renewal - emergency declaration,Yes - the state of emergency can be renewed and has been renewed 6 times; the epidemic notice was renewed twice [Part II.B].,#N/A
New Zealand,Emergency powers,Renewal - statute,Yes - The Covid-19 Public Health Response Act was renewed twice [Part II.B].,#N/A
New Zealand,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
New Zealand,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-2
New Zealand,Emergency powers,Opposition from opposition parties,"Yes, against Covid-19 Public Health Response Act 2020 and its renewal. In response, the Government created an immediate select committee [Part II.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div2-3
New Zealand,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e4?prd=OCC19#law-occ19-e4-div1-2
New Zealand,Emergency powers,Miscellaneous,NA.,#N/A
Norway,Emergency powers,Declaration of emergency,Yes - 'public health emergency' [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-3
Norway,Emergency powers,Constitutional,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-2
Norway,Emergency powers,Statutory,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-3
Norway,Emergency powers,Suspension of bill of rights,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-2
Norway,Emergency powers,Suspension/postponement of elections,No (no elections have been held during the pandemic) [Part III.D].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-9
Norway,Emergency powers,Stay-at-home orders,No but local restrictions on the mobility of citizens [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div3-14
Norway,Emergency powers,Sunset provisions on stay-at-home orders,NA.,NA.
Norway,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (emergency declaration 6 March 2020 / no mobility restrictions measures).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div3-14
Norway,Emergency powers,Parliament continued to meet?,Light interruption with light slowdown of activies: there was no suspension but committees' activities were limited from 12 March 2020 for a month. There were also a reduction of MPs allowed to participate but minimum quorum requirements were respected [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-7
Norway,Emergency powers,Did Parliament continue to meet?,1,#N/A
Norway,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-3
Norway,Emergency powers,Ex ante judicial review,No.,NA.
Norway,Emergency powers,Type of parliamentary scrutiny (general),Ex ante (for regulations enacted on the basis of the Corona Act 2020) and ex post [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-6
Norway,Emergency powers,Type of parliamentary scrutiny (per instrument),"Negative procedure (section 5 of the Corona Act 2020 allowed one third of the members of parliament to veto a Government regulation or parts of it. To render the minority veto effective, the Act required the entry into force of regulations to be delayed until one day after Parliament had received written notification of the issuance of the regulation. Members of parliament were also allowed to oppose a regulation by simple written notification instead of a vote in the plenary [Part III.A]).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-6
Norway,Emergency powers,Amendment possible?,Amendment possible (for Government regulations) [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-6
Norway,Emergency powers,Approval by 'package',Not mentioned.,NA.
Norway,Emergency powers,What are fast-track procedures used for?,Yes - for the adoption of the Corona Act 2020 [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-3
Norway,Emergency powers,Existence of coalition committees,"Yes - to deal with urgent matters relating to the pandemic, a Special Coronavirus Committee was set up (it is composed of the President of Parliament and the leaders of each of the 9 parliamentary party groups). It is this committee that prepared the Corona Act 2020 [Part III.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-7
Norway,Emergency powers,Ex post judicial review,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-2
Norway,Emergency powers,What type of statute for emergency powers?,3,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-3
Norway,Emergency powers,General - sunset provisions,"Yes - the Corona Act 2020 had a one month sunset clause; the Health Preparedness Act 2000 requires the Government to declare a public health emergency for one month at a time [Part II.B]; all pandemic measures are temporary and include a sunset clause (from 6 months to one year): many expire with the Corona Act 2020, others are sometimes extended as temporary statutes, and any derogation from existing legislation is limited to one month [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-4
Norway,Emergency powers,Sunset provision - emergency declaration,Yes [Part II.B].,#N/A
Norway,Emergency powers,Sunset provision - statute,Yes - for the Corona Act 2020 [Part II.B].,#N/A
Norway,Emergency powers,Sunset provision - individual regulations,Yes [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-4
Norway,Emergency powers,Renewal - emergency declaration,Not mentioned.,#N/A
Norway,Emergency powers,Renewal - statute,Yes - the Corona Act was extended for one month by Parliament [Part II.B].,#N/A
Norway,Emergency powers,Renewal - individual regulations,Yes [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-4
Norway,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-2
Norway,Emergency powers,Opposition from opposition parties,No - but there was public debate and concerns regarding the Corona Act 2020 [Part II.B; Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div2-6
Norway,Emergency powers,Constitutional changes,No changes but tensions [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e3?prd=OCC19#law-occ19-e3-div1-2
Norway,Emergency powers,Miscellaneous,NA.,#N/A
Pakistan,Emergency powers,Declaration of emergency,"Yes - at the federal level, there was no official declaration but the executive exercised wide powers de facto; declarations of emergency at the states' level [Part II.A].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-2
Pakistan,Emergency powers,Constitutional,No [Part II.A).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-2
Pakistan,Emergency powers,Statutory,Yes - not at the federal but state level [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-2
Pakistan,Emergency powers,Suspension of bill of rights,"No, not mentioned.",NA.
Pakistan,Emergency powers,Suspension/postponement of elections,"Postponed (since the general elections are not due until 2023, there was no major election activity expected at the time of the outbreak. However, by-elections were due to fill some vacant seats in the National and Provincial Assemblies. Despite such by-elections being required to be held within 60 days (Article 224(4) of the Constitution), the ECP had to postpone them because of the pandemic. Ultimately the ECP, in line with the NCOC’s recommendations, deferred by-elections for 8 constituencies) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-9
Pakistan,Emergency powers,Stay-at-home orders,Yes - at the state level [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div3-15
Pakistan,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
Pakistan,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (no emergency declaration nor stay-at-home measures at the federal level; depends on the state level).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div3-15
Pakistan,Emergency powers,Parliament continued to meet?,Severe interruption + suspension of activities - Parliament's session was cut short by a week on 13 March 2020 and it is only after a suspension of two months that the Parliament resumed its activities on 11 May 2020. This gap was by far the longest between two sessions of the National Assembly under the tenure of the current government [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-6
Pakistan,Emergency powers,Did Parliament continue to meet?,1,#N/A
Pakistan,Emergency powers,Rule-making powers dependent emergency?,Yes - at the state level [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-3
Pakistan,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Pakistan,Emergency powers,Type of parliamentary scrutiny (general),De facto avoidance of legislative scrutin y (Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-6
Pakistan,Emergency powers,Type of parliamentary scrutiny (per instrument),"De facto avoidance of legislative scrutiny.  In principle, an ordinance remains in force for a period of 120 days after which it stands repealed unless it is disapproved earlier by a resolution passed by either House. After the 18th Amendment to the Constitution, the operation of an ordinance can now be extended by a resolution of either House only once for another 120 days [Part III.A]. This is precisely why Governments have been accused of abusing the power to issue ordinances as a means of avoiding or delaying legislative scrutiny: a detailed ordinance is drafted (on the Prime Minister’s advice) and then promulgated at a time when Parliament is prorogued. Once Parliament resumes its session, the ordinance continues to serve as valid law (for up to 120 days) unless disapproved earlier by a resolution from Parliament).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-6
Pakistan,Emergency powers,Amendment possible?,NA.,NA.
Pakistan,Emergency powers,Approval by 'package',Not mentioned.,NA.
Pakistan,Emergency powers,What are fast-track procedures used for?,Yes - at the state level [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-3
Pakistan,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Pakistan,Emergency powers,Ex post judicial review,Yes [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-2
Pakistan,Emergency powers,What type of statute for emergency powers?,3,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-3
Pakistan,Emergency powers,General - sunset provisions,"Yes - ordinances have a 120 days sunset clause [Part II.C]. State-wise, these vary: for example, the declaration of emergency in Punjab has no sunset clause [Part II.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-4
Pakistan,Emergency powers,Sunset provision - emergency declaration,"Depends on the state - in Punjab, the declaration of emergency has no sunset clause [Part II.B].",#N/A
Pakistan,Emergency powers,Sunset provision - statute,Not mentioned.,#N/A
Pakistan,Emergency powers,Sunset provision - individual regulations,Yes - ordinances (120 days) [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-4
Pakistan,Emergency powers,Renewal - emergency declaration,Not mentioned.,#N/A
Pakistan,Emergency powers,Renewal - statute,Not mentioned.,#N/A
Pakistan,Emergency powers,Renewal - individual regulations,"Yes - at the federal level, ordinances can be renewed by resolution of either House for another 120 days (but only once) [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-4
Pakistan,Emergency powers,Derogation,"No, not mentioned.",NA.
Pakistan,Emergency powers,Opposition from opposition parties,Yes - the opposition criticised the suspension of Parliament and boycotted the parliamentary special committee on Covid-19 [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e25?prd=OCC19#law-occ19-e25-div2-7
